Artist,Song Name,Lyrics,Mood
Prince,Kiss,"Kiss
You don't have to be beautiful to turn me on
I just need your body, baby, from dusk 'til dawn
You don't need experience to turn me out
You just leave it all up to me
I'm gonna show you what it's all about
You don't have to be rich to be my girl
You don't have to be cool to rule my world
Ain't no particular sign I'm more compatible with
I just want your extra time and your kiss
You got to not talk dirty, baby, if you wanna impress me
You can't be too flirty, mama, I know how to undress me
I want to be your fantasy, maybe you could be mine
You just leave it all up to me, we could have a good time
You don't have to be rich to be my girl
You don't have to be cool to rule my world
Ain't no particular sign I'm more compatible with
I just want your extra time and your kiss (everybody)
I think I wanna dance
You don't have to be rich to be my girl
You don't have to be cool to rule my world
Ain't no particular sign I'm more compatible with
I just want your extra time and your kiss
kiss
Thank you
Bye-bye",Happy
Daryl Hall & John Oates,Kiss On My List - Remastered,"My friends wonder why I call you all the time
What can I say
I don't feel the need to give such secrets away
You think maybe I need help, no, I know I'm right, alright
I'm just better off not listening to friends' advice
When they insist on knowing my bliss
I tell them this
When they want to know what the reason is
I only smile when I lie, then I tell them why
your kiss is on my list
(Because your kiss) your kiss is on my list
Because your kiss is on my list of the best things in life
(Because your kiss) your kiss is on my list
(Because your kiss) your kiss I can't resist
(Because your kiss) is what I miss when I turn out the lights
I go crazy wondering what there is to really see
Did the night just take up your time, 'cause it means more to me
Sometimes I forget what I'm doing
I don't forget what I want, what I want
Regret what I've done, regret you, I couldn't go on
But if you insist on knowing my bliss
I'll tell you this
If you want to know what the reason is
I only smile when I lie, then I'll tell you why
your kiss is on my list
(Because your kiss) your kiss is on my list
Because your kiss is on my list of the best things in life
(Because your kiss) your kiss is on my list
(Because your kiss) your kiss I can't resist
(Because your kiss) is what I miss when I turn out the lights
I really miss you babe
your kiss is on my list
(Because your kiss) your kiss is on my list
Because your kiss is on my list of the best things in life
(Because your kiss) your kiss is on my list
(Because your kiss) your kiss I can't resist
(Because your kiss) is what I miss when I turn out the lights
your kiss is on my list
(Because your kiss) your kiss I can't resist
Because your kiss is on my list of the best things in life",Happy
Paul Simon,Late in the Evening,"First thing I remember
I was lying in my bed
I couldn't have been no more than one or two
And I remember there was a radio
Coming from the room next door
And my mother laughed
The way some ladies do
When it's late in the evening
And the music's seeping through
The next thing I remember
I am walking down the street
I'm feeling all right
I'm with my boys, I'm with my troops, yeah
And down along the avenue
Some guys were shooting pool
And I heard the sound of a cappella groups, yeah
Singing late in the evening
And all the girls out on the stoops, yeah
Then I learned to play some lead guitar
I was underage in this funky bar
And I stepped outside to smoke myself a ""J""
And when I come back to the room
Everybody just seemed to move
And I turned my amp up loud and I began to play
And it was late in the evening
And I blew that room away
First thing I remember
When you came into my life
I said I'm gonna get that girl no matter what I do
Well, I guess I've been in love before
And once or twice I been on the floor
But I never loved no one the way that I love you
And it was late in the evening
And all the music seeping through",Happy
Major Lazer,Lay Your Head On Me (feat. Marcus Mumford),"When you're numb to the touch
You cannot chase this ghost away
And this too shall pass, this too shall pass
It won't always be the same
And every single scar that you claim
Is a stone in the path to this place
And every single choice that you made
Has led you this way, so lay your head on me
Lay your head on me
Lay your head on me
Lay your head on me
Don't be afraid, love
And I can see it in your eyes, love
And your secret is not safe with me
You can spin through the night, with your powdered mind
But don't cover up your scars for me
And every single choice that you made
Was a stone in the path to this place
And every single cut that you claim
Has led you this way, lay your head on me
Lay your head on me
Lay your head on me
Lay your head on me
Don't be afraid, love
I said it's okay, it's alright
Someday, we will be fine
Staring down the long night
Waiting for the sunrise
It's alright, it's okay
I've been there in your place
It's okay, it's alright
Just lay your head on me
(It's okay, it's alright)
Lay your head on me
(It's okay, it's alright)
Lay your head on me
(It's okay, it's alright)
Lay your head on me
(It's okay, it's alright)
Don't be afraid, love",Happy
Prince,Let's Go Crazy,"Dearly beloved
We are gathered here today
To get through this thing called life

Electric word life
It means forever and that's a mighty long time
But I'm here to tell you
There's something else
The after world

A world of never ending happiness
You can always see the sun, day or night

So when you call up that shrink in Beverly Hills
You know the one, Dr. Everything'll Be Alright
Instead of asking him how much of your time is left
Ask him how much of your mind, baby

'Cause in this life
Things are much harder than in the after world
In this life
You're on your own

And if the elevator tries to bring you down
Go crazy, punch a higher floor

If you don't like the world you're living in
Take a look around you
At least you got friends

You see I called my old lady
For a friendly word
She picked up the phone
Dropped it on the floor
(Ah, ah) is all I heard

Are we gonna let the elevator
Bring us down
Oh, no let's go!

Let's go crazy
Let's get nuts
Let's look for the purple banana
'Til they put us in the truck, let's go!

We're all excited
But we don't know why
Maybe it's 'cause
We're all gonna die

And when we do (When we do)
What's it all for (What's it all for)
You better live now
Before the grim reaper come knocking on your door

Tell me, are we gonna let the elevator bring us down
Oh, no let's go!

Let's go crazy
Let's get nuts
Look for the purple banana
'Til they put us in the truck, let's go!

C'mon baby
Let's get nuts
Yeah
Crazy

Let's go crazy

Are we gonna let the elevator bring us down
Oh, no let's go!
Go crazy

I said let's go crazy (Go crazy)
Let's go, let's go
Go
Let's go

Dr. Everything'll be alright
Will make everything go wrong
Pills and thrills and daffodils will kill
Hang tough children

He's coming
He's coming
Coming

Take me away!",Happy
Paul Simon,Me and Julio Down by the Schoolyard,"The mama pajama rolled out of bed
And she ran to the police station
When the papa found out he began to shout
And he started the investigation
It's against the law
It was against the law
What the mama saw
It was against the law
The mama looked down and spit on the ground
Every time my name gets mentioned
The papa said, ""Oy, if I get that boy
I'm gonna stick him in the house of detention""
Well I'm on my way
I don't know where I'm going
I'm on my way
I'm taking my time
But I don't know where
Goodbye to Rosie, the queen of Corona
Seein' me and Julio
Down by the schoolyard
Seein' me and Julio
Down by the schoolyard
Whoa, in a couple of days they come and take me away
But the press let the story leak
And when the radical priest
Come to get me released
We was all on the cover of Newsweek
And I'm on my way
I don't know where I'm going
I'm on my way
I'm taking my time
But I don't know where
Goodbye to Rosie, the queen of Corona
Seein' me and Julio
Down by the schoolyard
Seein' me and Julio
Down by the schoolyard
Seein' me and Julio
Down by the schoolyard",Happy
Electric Light Orchestra,Mr. Blue Sky,"Sun is shinin' in the sky
There ain't a cloud in sight
It's stopped rainin' everybody's in the play
And don't you know
It's a beautiful new day, hey hey
Runnin' down the avenue
See how the sun shines brightly in the city
On the streets where once was pity
Mr. Blue Sky is living here today, hey hey
Mr. Blue Sky please tell us why
You had to hide away for so long (so long)
Where did we go wrong?
Mr. Blue Sky please tell us why
You had to hide away for so long (so long)
Where did we go wrong?
Hey you with the pretty face
Welcome to the human race
A celebration, Mr. Blue Sky's up there waitin'
And today is the day we've waited for
Oh Mr. Blue Sky please tell us why
You had to hide away for so long (so long)
Where did we go wrong?
Hey there Mr. Blue
We're so pleased to be with you
Look around see what you do
Everybody smiles at you
Hey there Mr. Blue
We're so pleased to be with you
Look around see what you do
Everybody smiles at you
Mr. Blue, you did it right
But soon comes Mr. Night creepin' over
Now his hand is on your shoulder
Never mind I'll remember you this
I'll remember you this way
Mr. Blue Sky please tell us why
You had to hide away for so long (so long)
Where did we go wrong?
Hey there Mr. Blue (sky)
We're so pleased to be with you (sky)
Look around see what you do (blue)
Everybody smiles at you",Happy
Counting Crows,Mr. Jones,"Sha-la-la-la-la-la-la
Mmm
Uh huh
I was down at the New Amsterdam
Staring at this yellow-haired girl
Mr. Jones strikes up a conversation
With a black-haired flamenco dancer
You know she dances while his father plays guitar
She's suddenly beautiful
And we all want something beautiful
Man, I wish I was beautiful
So come dance the silence down through the morning
Sha-la-la-la-la-la-la, yeah
Uh huh, yeah
Cut up, Maria
Show me some of them Spanish dances
Pass me a bottle, Mr. Jones
Believe in me
Help me believe in anything
'Cause I wanna be someone who believes
Yeah
Mr. Jones and me
Tell each other fairy tales
And we stare at the beautiful women
She's looking at you
Ah, no, no, she's looking at me
Smilin' in the bright lights
Coming through in stereo
When everybody loves you
You can never be lonely
Well, I'm gon' paint my picture
Paint myself in blue and red and black and gray
All of the beautiful colors are very, very meaningful
Yeah, well, you know gray is my favorite color
I felt so symbolic yesterday
If I knew Picasso
I would buy myself a gray guitar and play
Mr. Jones and me
Looked into the future
Yeah, we stare at the beautiful women
She's looking at you
I don't think so
She's looking at me
Standing in the spotlight
I bought myself a gray guitar
When everybody loves me
I will never be lonely
I will never be lonely
Said I'm never gonna be lonely
I wanna be a lion
Yeah, everybody wanna pass as cats
We all wanna be big, big stars
Yeah, but we got different reasons for that
Believe in me
'Cause I don't believe in anything
And I wanna be someone to believe, to believe, to believe
Yeah
Mr. Jones and me
Stumbling through the barrio
Yeah, we stare at the beautiful women
She's perfect for you
Man, there's got to be somebody for me
I wanna be Bob Dylan
Mr. Jones wishes he was someone just a little more funky
When everybody loves you, ah son
That's just about as funky as you can be
Mr. Jones and me
Staring at the video
When I look at the television, I want to see me
Staring right back at me
We all wanna be big stars
But we don't know why, and we don't know how
But when everybody loves me
I'm wanna be just about as happy as I can be
Mr. Jones and me
We're gonna be big stars",Happy
The Knack,My Sharona,"Ooh, my little pretty one, my pretty one
When you gonna give me some time, Sharona?
Ooh, you make my motor run, my motor run
Got it comin' off of the line, Sharona
Never gonna stop, give it up, such a dirty mind
I always get it up for the touch of the younger kind
My, my, my, ay, ah, wooh!
M-m-m-my Sharona
Come a little closer, hon, a-will you, hon?
Close enough to look in my eyes, Sharona
Keep it in a mystery, you're kissing me
Running down the length of my thighs, Sharona
Never gonna stop, give it up, such a dirty mind
I always get it up for the touch of the younger kind
My, my, my, ay, ah, wooh!
M-m-m-my Sharona
M-m-m-my Sharona
When you gonna give to me, g-give to me?
Is it just a matter of time, Sharona?
Is it d-d-destiny, d-destiny?
Or is it just a game in my mind, Sharona?
Never gonna stop, give it up, such a dirty mind
I always get it up for the touch of the younger kind
My, my, my, ay, ah, wooh!
M-m-m-m-m-m-m-my, my, my, ay, ah, wooh!
M-m-m-my Sharona
M-m-m-my Sharona
M-m-m-my Sharona
M-m-m-my Sharona
Oh, my Sharona
Oh, my Sharona
Oh, my Sharona",Happy
Audien,Never Letting Go,"Hey
Hold time
I'm never letting go
Never letting go
Just hold time
I'm never letting go
Never letting go
Never letting go
Never letting go
Never letting go
Never letting go
Never letting go
Never letting go
Never letting go
Never letting go",Happy
Otto Knows,Not Alone,"An army marching underneath my skin
The scars are just a map of where I've been
Where my heart takes me, where my heart takes me
I don't know oh oh
Where my heart takes me, where my heart takes me
I must go oh oh
It's a long, long way to miracle
But I promised my soul that I'd make it back home
Through the fires of Jericho
It's a long, long way to miracle
Just to let you know
You're not alone
Oh-oh ah oh, oh-oh ah oh, oh-oh ah oh, oh-oh ah oh
Oh-oh ah oh, oh-oh ah oh, oh-oh ah oh, oh-oh ah oh
You're not alone
Oh-oh ah oh, oh-oh ah oh, oh-oh ah oh, oh-oh ah oh
Oh-oh ah oh, oh-oh ah oh, oh-oh ah oh, oh-oh ah oh
The crazy gods are dancing in my way
(Oh-oh ah oh, oh-oh ah oh)
They're lining up with gifts that keep me sane
Where my heart takes me, where my heart takes me
I don't know oh oh
Where my heart takes me, where my heart takes me
I will follow
It's a long, long way to miracle
But I promised my soul that I'd make it back home
Through the fires of Jericho
It's a long, long way to miracle
Just to let you know
You're not alone
You're not alone
You're not alone
You're not alone
Oh-oh ah oh, oh-oh ah oh, oh-oh ah oh, oh-oh ah oh
Oh-oh ah oh, oh-oh ah oh, oh-oh ah oh, oh-oh ah oh
Oh-oh ah oh, oh-oh ah oh, oh-oh ah oh, oh-oh ah oh
Oh-oh ah oh, oh-oh ah oh, oh-oh ah oh, oh-oh ah oh
You're not alone",Happy
Steve Aoki,Send It,"Everybody get down, everybody get up
Live it loud, live it rough
Everybody get down, everybody get up
Live it loud, live it rough
Everybody get down, everybody get up
Live it loud, live it rough
Everybody get down, everybody get up
Live it loud, live it rough
Everybody get
Everybody get
Everybody get
Everybody get
Everybody get
Everybody get
Everybody get
Everybody get
Get, get, get, get
Get, get, get, get
Get, get, get, get
Get, get, get, get
Send it
Everybody get down, everybody get up
Everybody get down, everybody get up
Everybody get down, everybody get up
Everybody get down, everybody get up
Everybody get down, everybody get up
Live it loud, live it rough
Everybody get down, everybody get up
Live it loud, live it rough
Everybody get
Everybody get
Everybody get
Everybody get
Everybody get
Everybody get
Everybody get
Everybody get
Get, get, get, get
Get, get, get, get
Get, get, get, get
Get, get, get, get
Send it",Happy
The Rolling Stones,Start Me Up - Remastered,"If you start me up
If you start me up, I'll never stop
If you start me up
If you start me up, I'll never stop
I've been running hot
You got me wrecking gonna blow my top
If you start me up
If you start me up, I'll never stop
Never stop, never stop, never stop
You make a grown man cry
You make a grown man cry
You make a grown man cry
Spread out the oil, the gasoline
I walk smooth, ride in a mean, mean machine
Start it up
If you start me up
Kick on the starter give it all you got, you got, you got
I can't compete
With the riders in the other heats
If you rough it up
If you like it you can slide it up
Slide it up, slide it up, slide it up
Don't make a grown man cry
Don't make a grown man cry
Don't make a grown man cry
My eyes dilate, my lips won't wait
My hands are greasy, she's a mean, mean machine
Start it up
Start me up
Give it all you got
You got to never, never, never stop
Slide it up, whoo
Oh baby, just slide it up
Slide it up, slide it up, never, never, never
You make a grown man cry
You make a grown man cry
You make a grown man cry
Ride like the wind at double speed
I'll take you places that you've never, never seen
Start it up
Let me tell you we will never stop, never stop
Never, never, never stop
Start me up
Never stop, never stop
You, you, you make a grown man cry
You, you make a dead man come
You, you make a dead man come",Happy
Thin Lizzy,The Boys Are Back In Town,"Guess who just got back today?
Them wild-eyed boys that had been away
Haven't changed, had much to say
But man, I still think them cats are crazy
They were askin' if you were around
How you was, where you could be found
I told 'em you were livin' downtown
Drivin' all the old men crazy
The boys are back in town (the boys are back in town)
I said (the boys are back in town)
(The boys are back in town)
The boys are back in town
(The boys are back in town)
The boys are back in town
(The boys are back in town)
You know that chick that used to dance a lot
Every night she'd be on the floor, shakin' what she's got
Man, when I tell you she was cool, she was red-hot
I mean, she was steamin'
And that time over at Johnny's place
Well, this chick got up and she slapped Johnny's face
Man, we just fell about the place
If that chick don't wanna know, forget her
The boys are back in town (the boys are back in town)
I said (the boys are back in town)
(The boys are back in town)
The boys are back in town
(The boys are back in town)
The boys are back in town
(The boys are back in town)
Spread the word around
Guess who's back in town
Just spread the word around
Friday night they'll be dressed to kill
Down at Dino's Bar'n'Grill
The drink will flow and blood will spill
And if the boys wanna fight, you better let 'em
That jukebox in the corner blastin' out my favorite song
The nights are getting longer, it won't be long
Won't be long 'til summer comes
Now that the boys are here again
The boys are back in town (the boys are back in town)
(The boys are back in town)
(The boys are back in town)
The boys are back in town
(The boys are back in town) spread the word around
The boys are back in town
(The boys are back in town)
The boys are back, the boys are back
The boys are back in town again
Been hangin' down at Dino's
The boys are back in town again",Happy
Men Without Hats,The Safety Dance,"We can dance if we want to
We can leave your friends behind
'Cause your friends don't dance
And if they don't dance
Well, they're no friends of mine
Say, we can go where we want to
A place where they will never find
And we can act like we come
From out of this world
Leave the real one far behind
And we can dance
Or sing
We can go when we want to
Night is young and so am I
And we can dress real neat
From our hats to our feet
And surprise 'em with the victory cry
Say, we can act if we want to
If we don't, nobody will
And you can act real rude and totally removed
And I can act like an imbecile
And say, we can dance, we can dance
Everything's out of control
We can dance, we can dance
They're doing it from pole to pole
We can dance, we can dance
Everybody look at your hands
We can dance, we can dance
Everybody's taking the chance
Safety dance
Oh well, the safety dance
Ah yes, the safety dance
We can dance if we want to
We've got all your life and mine
As long as we abuse it, never gonna lose it
Everything'll work out right
I say, we can dance if we want to
We can leave your friends behind
Because your friends don't dance
And if they don't dance
Well, they're no friends of mine
I say, we can dance, we can dance
Everything's out of control
We can dance, we can dance
We're doing it from pole to pole
We can dance, we can dance
Everybody look at your hands
We can dance, we can dance
Everybody's taking the chance
Oh well, the safety dance
Ah yes, the safety dance
Oh well, the safety dance
Oh well, the safety dance
Oh yes, the safety dance
Oh, the safety dance, yeah
Well, it's the safety dance
It's the safety dance
Well, it's the safety dance
Well, it's the safety dance
Oh, it's the safety dance
Oh, it's the safety dance",Happy
Pharrell Williams,Come Get It Bae,"You miss me?
I miss all of y'all
(Hey) All of you girls standin' together like that (hey), I can't take it (hun)
Women
I can do anything you like (hey)
I can do anything you need (hey)
And I got a better body (hey)
Than the magazines you read (hey)
None of them boys (hey) know the first thing about your fantasy (hey)
And if they tried (hey), they can not do it just like me (hey)
I know you certainly been gone (hey)
And it's been much too long (hey)
And there's some things we need to do (hey)
So I know you need to get home (hey)
Come get it bae (hey) (c'mon)
Come get it bae (hey)
Come get it bae (hey) (c'mon)
Come get it bae (hey)
You wanna ride it (hey), my motorcycle (hey)
You've got a license (hey), but you got the right to (hey)
Gonna pop a wheelie (hey), don't try too high too (hey)
Take it easy on the clutch (hey), 'cause girl I like you (wait man) (hey) (hey-o)
I can see it the way you like (hey)
I can do anything you need (hey)
I can give you dirty looks (hey)
Like them niggas that's on TV (hey)
None of them boys (hey) know the first thing about your fantasy (hey)
And if they tried (hey), they can not do it just like me (hey)
I know you certainly been gone (hey)
And it's been much too long (hey)
And there's some things we need to do (hey)
So I know you need to get home (hey)
Come get it bae (hey) (c'mon)
Come get it bae (hey)
Come get it bae (hey) (c'mon)
Come get it bae (hey)
You wanna ride it (hey), my motorcycle (hey)
You've got a license (hey), but you got the right to (hey)
Gonna pop a wheelie (hey), don't try too high too (hey)
Take it easy on the clutch (hey), 'cause girl I like you (hey) (hey)
You'll need a sugar fix (hey), ba-aby (hey)
There comes a time (comes a time) (hey), and you won't believe what you'll do (hey)
When that sugar's callin' you (hey)
Girl, there will come (hey) a time (sugar, sugar), this is where you wanna be (hey)
H-O-M-E (hey), (sugar, sugar) satisfaction guaranteed (hey)
And there will come (hey) (sugar, sugar) a time, this is where you wanna be (hey)
'Cause it's (sugar, sugar) (hey) everything you need, you will only find in me (hey)
Come get it bae (hey)
Come get it bae (hey)
Come get it bae (hey)
Come get it bae (hey)
Come get it bae (hey) (c'mon)
Come get it bae (hey)
Come get it bae (hey) (c'mon)
Come get it bae (hey)
You wanna ride it (hey), my motorcycle (hey)
You've got a license (hey), but you got the right to (hey)
Gonna pop a wheelie (hey), don't try too high too (hey)
Take it easy on the clutch (hey), 'cause girl I like you (hey) (hey)
Hey (wait man), hey (wait man), hey (wait man), hey (wait man)
Hey (wait man), hey (wait man), hey (wait man), hey (wait man)",Happy
Bruno Mars,24K Magic,"Tonight
I just want to take you higher
Throw your hands up in the sky
Let's set this party off right
Players, put yo' pinky rings up to the moon
Girls, what y'all trying to do?
Twenty four karat magic in the air
Head to toe so player
Look out uh
Pop pop, it's show time (show time)
Show time (show time)
Guess who's back again?
Oh they don't know? (Go on tell 'em)
Oh they don't know? (Go on tell 'em)
I bet they know soon as we walk in (showin' up)
Wearing Cuban links (ya)
Designer minks (ya)
Inglewood's finest shoes (whoop, whoop)
Don't look too hard might hurt ya'self
Known to give the color red the blues
Oh shit, I'm a dangerous man with some money in my pocket (keep up)
So many pretty girls around me and they waking up the rocket (keep up)
Why you mad, fix ya face, ain't my fault y'all be jocking (keep up)
Players only, come on
Put your pinky rings up to the moon
Girls, what y'all trying to do?
Twenty four karat magic in the air
Head to toe so player
Uh, look out!
Second verse for the hustlas (hustlas) gangstas (gangstas)
Bad bitches and ya ugly ass friends (haha)
Can I preach? (uh oh) can I preach? (uh oh)
I gotta show 'em how a pimp get it in
First, take your sip (sip), do your dip (dip)
Spend your money like money ain't shit (whoop, whoop)
We too fresh
Got to blame in on Jesus
Hashtag blessed, they ain't ready for me
I'm a dangerous man with some money in my pocket (keep up)
So many pretty girls around me and they waking up the rocket (keep up)
Why you mad, fix ya face, ain't my fault y'all be jocking (keep up)
Players only, come on
Put your pinky rings up to the moon
Hey girls
What y'all trying to do? (What y'all trying to do?)
Twenty four karat magic in the air
Head to toe so player
Uh, look out!
everywhere I go they be like
Ooh, so player
Everywhere I go they be like (ooh, so player ooh)
Oh everywhere I go they be like (ooh, so player ooh)
Now, now, now watch me break it down like (uh)
Twenty four karat, twenty four karat magic
What's that sound (twenty four karat, twenty four karat magic)
Come on now
Twenty four karat, twenty four karat magic
Don't fight the feeling, invite the feeling
Just put your pinky rings up to the moon
Girls, what y'all trying to do? (Tell me what y'all trying to do)
Twenty four karat magic in the air
Head to toe so player (hands up!)
Put your pinky rings up to the moon
Girls, what y'all trying to do? (Do)
Twenty four karat magic in the air
Head to toe so player (twenty four karat) uh, look out",Happy
The Beach Boys,Kokomo,"Aruba, Jamaica, ooh I wanna take ya
Bermuda, Bahama, come on pretty mama
Key Largo, Montego
Baby, why don't we go?
Jamaica
Off the Florida Keys
There's a place called Kokomo
That's where you wanna go
To get away from it all
Bodies in the sand
Tropical drink melting in your hand
We'll be falling in love
To the rhythm of a steel drum band
Down in Kokomo
Aruba, Jamaica, ooh, I wanna take you to
Bermuda, Bahama, come on pretty mama
Key Largo, Montego
Baby, why don't we go? (Ooh, I wanna take you down to Kokomo)
We'll get there fast
And then we'll take it slow
That's where we wanna go
Way down in Kokomo
Martinique, that Montserrat mystique
We'll put out to sea
And we'll perfect our chemistry
By and by we'll defy
A little bit of gravity
Afternoon delight
Cocktails and moonlit nights
That dreamy look in your eye
Give me a tropical contact high
Way down in Kokomo
Aruba, Jamaica, ooh, I wanna take you to
Bermuda, Bahama, come on pretty mama
Key Largo, Montego
Baby, why don't we go? (Ooh, I wanna take you down to Kokomo)
We'll get there fast
And then we'll take it slow
That's where we wanna go
Way down in Kokomo
Port au Prince, I wanna catch a glimpse
Everybody knows a little place like Kokomo
Now if you wanna go to get away from it all
Go down to Kokomo
Aruba, Jamaica, ooh, I wanna take you to
Bermuda, Bahama, come on pretty mama
Key Largo, Montego
Baby, why don't we go? (Ooh, I wanna take you down to Kokomo)
We'll get there fast
And then we'll take it slow
That's where we wanna go
Way down in Kokomo
Aruba, Jamaica, ooh, I wanna take you to
Bermuda, Bahama, come on pretty mama
Key Largo, Montego
Baby, why don't we go? (Ooh, I wanna take you down to)",Happy
"Earth, Wind & Fire",September,"Do you remember
The 21st night of September?
Love was changin' the minds of pretenders
While chasin' the clouds away
Our hearts were ringin'
In the key that our souls were singin'
As we danced in the night, remember
How the stars stole the night away, oh, yeah
Hey, hey, hey
Ba-dee-ya, say, do you remember?
Ba-dee-ya, dancin' in September
Ba-dee-ya, never was a cloudy day
Ba-du-da, ba-du-da, ba-du-da, ba-du
Ba-du-da, ba-du, ba-du-da, ba-du
Ba-du-da, ba-du, ba-du-da
My thoughts are with you
Holdin' hands with your heart to see you
Only blue talk and love, remember
How we knew love was here to stay
Now December
Found the love that we shared in September
Only blue talk and love, remember
The true love we share today
Hey, hey, hey
Ba-dee-ya, say, do you remember?
Ba-dee-ya, dancin' in September
Ba-dee-ya, never was a cloudy day
There was a
Ba-dee-ya (dee-ya, dee-ya), say, do you remember?
Ba-dee-ya (dee-ya, dee-ya), dancin' in September
Ba-dee-ya (dee-ya, dee-ya), golden dreams were shiny days
The bell was ringin', oh, oh
Our souls were singin'
Do you remember never a cloudy day? Yow
There was a
Ba-dee-ya (dee-ya, dee-ya), say, do you remember?
Ba-dee-ya (dee-ya, dee-ya), dancin' in September
Ba-dee-ya (dee-ya, dee-ya), never was a cloudy day
And we'll say
Ba-dee-ya (dee-ya, dee-ya), say, do you remember?
Ba-dee-ya (dee-ya, dee-ya), dancin' in September
Ba-dee-ya (dee ya, dee-ya), golden dreams were shiny days
Ba-dee-ya, dee-ya, dee-ya
Ba-dee-ya, dee-ya, dee-ya
Ba-dee-ya, dee-ya, dee-ya, dee-ya!
Ba-dee-ya, dee-ya, dee-ya
Ba-dee-ya, dee-ya, dee-ya
Ba-dee-ya, dee-ya, dee-ya, dee-ya!",Happy
Michael Jackson,Don't Stop 'Til You Get Enough,"You know, I was
I was wondering, you know
If you could keep on
Because the force
It's got a lot of power
And it make me feel like, ah
It make me feel like, ooh
Lovely is the feelin' now
Fever, temperatures risin' now
Power (oh power) is the force, the vow
That makes it happen, it asks no questions why (ooh)
So get closer (closer now)
To my body now
Just love me
'Til you don't know how (ooh)
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough
Touch me and I feel on fire
Ain't nothin' like a love desire (ooh)
I'm melting (I'm melting)
Like hot candle wax
Sensation (oh sensation)
Lovely where we're at (ooh)
So let love take us through the hours
I won't be complainin' (ooh)
'Cause this is love power (ooh)
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough
Heartbreak enemy despise
Eternal (oh, eternal)
Love shines in my eyes
So let love take us through the hours
I won't be complainin'
'Cause your love is alright, alright
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop (don't stop, babe)
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough (oh, my baby)
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough
Lovely is the feeling now
I won't be complaining
The force is love power
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop (don't stop, darlin')
Don't stop 'til you get enough
Keep on, with the force, don't stop (go crazy, baby)
Don't stop 'til you get enough
Keep on, with the force, don't stop (keep on, now)
Don't stop 'til you get enough
Keep on, with the force, don't stop (keep on, darlin')
Don't stop 'til you get enough
Keep on, with the force, don't stop (love power, yeah)
Don't stop 'til you get enough
Keep on, with the force, don't stop (keep on, darlin')
Don't stop 'til you get enough
Keep on, with the force, don't stop (don't, no, no)
Don't stop 'til you get enough (keep up the power, yeah, ooh)
Keep on, with the force, don't stop
Don't stop 'til you get enough ('til you get enough, now)
Keep on, with the force, don't stop
Don't stop 'til you get enough (ooh)
Keep on, with the force, don't stop (yeah)
Don't stop 'til you get enough (oh, no)
Keep on, with the force, don't stop (yeah)
Don't stop 'til you get enough (keep on, baby)
Keep on, with the force, don't stop
Don't stop 'til you get enough (oh, 'til you get enough)
Keep on, with the force, don't stop
Don't stop 'til you get enough
Keep on, with the force, don't stop (keep on, darlin')
Don't stop 'til you get enough
Keep on, with the force, don't stop (oh, no)
Don't stop 'til you get enough
Keep on, with the force, don't stop
Don't stop 'til you get enough",Happy
